0,71,57,0.071409
0,70,41,0.063319
0,63,40,0.055380
0,52,40,0.048347
0,50,25,0.042635
0,45,23,0.037290
0,42,18,0.032371
0,34,20,0.027956
0,29,14,0.024560
0,24,12,0.021519
0,23,7,0.019229
0,17,10,0.016896
0,17,2,0.015510
0,16,5,0.013397
0,14,3,0.011953
0,10,4,0.010649
0,9,1,0.009908
0,9,0,0.009084
0,7,2,0.008184
0,6,2,0.007473
0,6,0,0.006880
0,5,1,0.006280
0,4,1,0.005780
0,4,0,0.005393
0,3,1,0.004993
0,3,1,0.004671
0,3,1,0.004350
0,3,1,0.004029
0,3,1,0.003710
0,3,1,0.003392
0,3,1,0.003074
0,3,1,0.002758
0,3,1,0.002442
0,3,1,0.002127
0,3,1,0.001813
0,3,1,0.001499
0,2,2,0.001187
0,2,1,0.001073
0,2,1,0.000861
0,2,1,0.000650
0,0,3,0.000440
